Message,Category,contains_phone_number,contains_URL_link,Keywords,Special_Characters,Amount,Length,SMS_Number,word_count,label_numeric
"मुफ़्त इंटरनेट! इस महीने के लिए अनलिमिटेड इंटरनेट आउटलेट। 98765 पर ""नेट"" रिकॉर्डिंग के लिए एक्टिवेट करें।",spam,0,0,1,1,0,105,1,17,0
आपका मोबाइल नंबर हमारे ड्रॉ में चुना गया है। अभी संपर्क करें।,spam,0,0,0,0,0,61,0,12,0
हा हा हा अच्छा मजाक है। लड़कियाँ हालात की तलाश में रहती हैं।,ham,0,0,0,0,0,60,0,13,1
"PNR: 6743311790, ट्रैन नंबर: 12175, यात्रा की तारीख: 30-10-24, क्लास: 3A, HWH-KQR, डिपार्चर: 17:45, केवल HWH से बोर्डिंग,
रंजन कुमार, WL 30,
भाड़ा: 705, सेवा शुल्क: 23.6 + PG
QR कोड लिंक: qr.indianrail.go - IRCTC",ham,1,0,0,1,0,212,0,35,1
मुझे काफी अच्छा महसूस हो रहा है,ham,0,0,0,0,0,31,0,7,1
आपके अकाउंट में समस्या है। तुरंत संपर्क करें: https://secureupdate.info/xKL9N87M -FixAccount।,spam,0,1,0,1,0,93,0,10,0
"अनुभव के बिना ₹40,000 प्रति लागत। आवेदन करें।",spam,0,0,0,1,0,45,0,8,0
आपको एक शानदार दिन की शुभकामनाएं!,ham,0,0,0,1,0,33,0,6,1
"भाई, कोई मुझे कुछ anime suggestion देना...जैसे अच्छे वाले देना, आला वाले...और कारण भी देना कि क्यू देखना है और क्या है स्पेशल एनीमे में...",ham,0,0,0,1,0,138,0,25,1
"आपका क्रेडिट कार्ड सफलतापूर्वक सक्रिय हो गया है। प्रिय ग्राहक, आपको सूचित करते हुए खुशी हो रही है कि आपका क्रेडिट कार्ड सक्रिय कर दिया गया है। किसी सहायता के लिए ग्राहक सेवा से संपर्क करें।",ham,0,0,0,1,0,189,0,36,1
"प्रिय Jio ग्राहक,
हमें उम्मीद है कि आपने हाल ही में अनलिमिटेड JioTrue5G अनुभव का आनंद लिया होगा।
आपके वर्तमान प्लान की वैधता जल्द ही समाप्त हो रही है। अनलिमिटेड Jio TRUE 5G अनुभव का उपयोग जारी रखने के लिए, सुनिश्चित करें कि आप 2 GB/दिन या उससे ऊपर के प्लान से रिचार्ज करें।
अभी रिचार्ज करें - www.jio.com/r/QnarfOzJh 
Jio की ओर से प्रेम भरी भेंट",spam,0,0,1,1,0,345,0,66,0
"TEN का समय आ गया है! कमाने के लिए तैयार हैं? TEN में आपका स्वागत है, जहाँ हर कदम, कार्य और आमंत्रण वास्तविक पुरस्कारों में बदल जाता है! कार्य पूरे करें - आसानी से $TEN टोकन कमाएँ! दोस्तों को आमंत्रित करें - TEN समुदाय और अपने पुरस्कारों का विस्तार करें! स्तर ऊपर उठाएँ - रैंक चढ़ने पर विशेष बोनस अनलॉक करें! TEN एयरड्रॉप में शामिल हों: https://t.me/tenapp_bot/join?startapp=639528916 TEN सिर्फ़ एक टोकन नहीं है; यह एक आंदोलन है। हज़ारों लोग पहले से ही कमा रहे हैं और हर दिन अपना बैलेंस बढ़ा रहे हैं। चूकें नहीं - TEN के साथ आपकी यात्रा अभी शुरू होती है। आइए हर क्लिक को महत्वपूर्ण बनाएँ! TEN युग में शामिल हों और किसी बड़ी चीज़ का हिस्सा बनें!",spam,0,1,1,1,1,643,0,123,0
"प्रिय यूज़र,
आपने पहले रम्मीकल डिपॉज़िट पर ₹11001 तक का बोनस अर्जित किया है! (CC: SHUBHJIO)
यह विशेष ऑफर सिर्फ आपके लिए है। अपना कूपन क्लेम करने के लिए अभी क्लिक करें:
https://t.jio/JIOCPN/daUAl",spam,0,1,1,1,0,194,0,33,0
"जल्दी मिलते हैं, तुमसे बात करने का इंतजार है।",ham,0,0,1,1,0,45,0,9,1
मुझे नवीनतम जानकारी देते रहें।,ham,0,0,0,0,0,30,0,5,1
"क्या आप ₹5000 का कैशबैक चाहते हैं? अब आप ₹10,000 से अधिक की खरीदारी करके ₹5000 तक का कैशबैक पा सकते हैं। इसके अलावा, आपको हर खरीदारी पर अतिरिक्त 20% की छूट मिलेगी। इस ऑफर का लाभ उठाने के लिए जल्दी क्लिक करें! bit.ly/lkjh56uyt/",spam,0,0,1,1,0,226,0,44,0
क्या तुमने यह नया रेस्तरां देखा?,ham,0,0,0,1,0,32,0,6,1
आपका मोबाइल नंबर हमारे ड्रॉ में चुना गया है। अभी संपर्क करें।,spam,0,0,0,0,0,61,0,12,0
मूवी वाले डिस्कॉर्ड में तू ही है ना?,ham,0,0,0,1,0,36,0,8,1
"आपने हमारे रेफरल प्रोग्राम में जीत हासिल की है! अपनी जीत का दावा करने के लिए, कृपया इस लिंक का अनुसरण करें: https://bit.ly/Ju3FgE। धन्यवाद!",spam,0,1,1,1,0,139,0,24,0
क्या तुमने वो किताब पढ़ यो हमने तुम्हें भेजा था ।,ham,0,0,0,0,0,48,0,11,1
घर कब आ रहे हो?,ham,0,0,0,1,0,15,0,5,1
"Ai CR शुभांशु, कल डीएस कक्षा का समय 10 से 11 बजे है या 1 से 2 बजे? कृपया पुष्टि करें",ham,0,0,0,1,0,84,0,21,1
"🪔 दिवाली ऑफर 🪔 
UBIT PAY BUSINESS में 
मेरे डायरेक्ट लिंक से रजिस्ट्रेशन करने पर आपकी 699 रुपए वाली आईडी अब मेरे द्वारा सिर्फ 450 रुपए से ग्रीन होगी
रजिस्ट्रेशन लिंक 👇 
ubitbazar.com/usr/?rr=UBA349…
Call WhatsApp link 
whatsapp.com/dl/code=cObRPl…",spam,0,0,1,1,0,247,0,37,0
"बैठक अच्छी रही, बाद में चर्चा करेंगे।",ham,0,0,0,1,0,37,0,7,1
जीवन का असली सुख अपनों के साथ होता है। परिवार के साथ समय बिताएं।,ham,0,0,0,0,0,64,0,14,1
"
03:15 PM पर खेलने चलते हैं।
थोड़ी प्रैक्टिस भी हो जाएगी।
मौसम भी ठीक है।",ham,0,0,0,1,0,73,0,15,1
"हर दिन ₹5000 कमाएं, बिना किसी निवेश के आप । बिना किसी निवेश के प्रतिदिन ₹5000 तक कमा सकते हैं। अधिक जानकारी के लिए इस लिंक पर क्लिक करें [https://instant-gain-investment.com]।",spam,0,1,1,1,0,175,0,30,0
मेरे पास सिर्फ MSN है - yijue@hotmail.com,ham,0,0,0,1,0,41,0,7,1
"दोस्तो खुद ट्रेडिंग कर कर के Loss मत करो....!!
एक बार हमारे पास इन्वेस्ट करके Result Dekho....💝💰💯
Daily Earning Karoge....!!
मेरी Guarantee हैं....😍💰💯
रोजाना लोस करने से अच्छा है डायरेक्ट हमारे पास इन्वेस्ट करो और रोजाना आराम से कमाओ....!!
For New Joining 👇👇👇👇
https://wa.me/+917974261677/?text=𝗛𝗘𝗟𝗟𝗢-𝗠𝗢𝗡𝗘𝗬-𝗜𝗡𝗩𝗘𝗦𝗧-𝗦𝗜𝗥_𝗝𝗜💰",spam,1,1,0,1,0,321,0,44,0
"प्रिय ग्राहक, आपको सूचित किया जाता है कि आपके द्वारा किया गया ऑर्डर अब शिप हो चुका है। कृपया हमें बताएं अगर कोई अन्य सहायता चाहिए।",ham,0,0,0,1,0,130,0,26,1
क..क:)आप कहां हैं?आपने कैसा प्रदर्शन किया?,ham,0,0,0,1,0,42,0,6,1
बिना किसी निवेश के पैसे कमाएं! बिना किसी निवेश के पैसे कमाने का सुनहरा अवसर! यहाँ क्लिक करें: [http://high-return-investment.net]।,spam,0,1,1,1,0,130,0,19,0
"कृपया इसे ध्यान से देखो।""",ham,0,0,0,1,0,25,0,5,1
फ्री फ्री फ्री ! इस दिवाली हम आपके लिए लेके आए हैं बहुत सांदार ऑफर !🥳🥳🥳 धनतेरस पे घर लाए सुपर रेफरिजेरेटर वो भी आसान से गेम खेलके । संपर्क करें ५४८४८४५,spam,0,0,1,1,0,151,0,32,0
क्या आपने आज समाचार देखा?,ham,0,0,0,1,0,25,0,5,1
"फोन बिल भुगतान की सूचना प्रिय ग्राहक, आपका इस महीने का फोन बिल ₹800 है। कृपया इसे समय पर जमा करें। धन्यवाद।",ham,0,0,0,1,0,107,0,22,1
पता नहीं बही बस ये दो ही बनाया है।,ham,0,0,0,0,0,34,0,9,1
"प्राइवेट! आपका 2004 अकाउंट स्टेटमेंट 07742676969 के लिए दिखाता है कि आपके पास 786 अनरिडीम्ड बोनस पॉइंट्स हैं। क्लेम करने के लिए कॉल करें 08719180248, आइडेंटिफायर कोड: 45239। समाप्ति तिथि नजदीक है।",spam,1,0,1,1,0,196,0,32,0
मुझे आपकी सुविधानुसार इस विषय पर आगे चर्चा करने में खुशी होगी।,ham,0,0,0,0,0,62,0,12,1
मैं हमारी पिछली बातचीत का अनुसरण करना चाहता था।,ham,0,0,0,0,0,47,0,9,1
पुरस्कार वितरण ला अस्नार ती,ham,0,0,1,0,0,27,0,5,1
अभी 1 लाख रुपये का इनाम जीतें। अधिक जानकारी के लिए यहाँ क्लिक करें।,spam,0,0,1,0,1,67,0,14,0
"अभी खबर मिली, बधाई!",ham,0,0,1,1,0,19,0,4,1
"अबे चुप ना 🤣
ऐसा कुछ भी नहीं हैं",ham,0,0,0,0,0,32,0,9,1
विशेष ऑफर! आज ही 50% की छूट का लाभ उठाएं। अभी कॉल करें।,spam,0,0,1,1,0,55,0,13,0
"हाय मोहित
लगातार थके हुए? इसका मतलब यह हो सकता है कि आपके स्वास्थ्य में कुछ गड़बड़ है।
फुल बॉडी टेस्ट बुक करें @699 रु.
हेल्थियंस 9289628086 पर कॉल करें",spam,1,0,1,1,0,152,0,30,0
आइये इस पर अधिक विस्तार से चर्चा करने के लिए समय निर्धारित करें।,ham,0,0,0,0,0,64,0,13,1
अपना ज़ूम ख़त्म करने के बाद मैं सीधा नीचे चला गया हूँ। लगभग 3 बजे। आपका अपना मंज़ूरी क्या ख़त्म कर चुका है?,ham,0,0,0,1,0,107,0,23,1
"अत्यावश्यक! आपके मोबाइल नंबर पर 02/09/03 को ₹2,00,000 का बोनस बोनस पुरस्कार मिला है! यह आपसे संपर्क करने का हमारा दूसरा प्रयास है! 0871-872-9755 BOX95QU पर कॉल करें।",spam,1,0,1,1,0,165,0,28,0
"🌟आपको फुल टाइम जॉब मिल सकता है! ₹30,000 तक कमाएं! 👩‍💻 अभी आवेदन करें: www.jb-xyz.com/req2 📅 सीमित अवसर!",spam,0,0,1,1,0,103,0,18,0
मुफ़्त यात्रा! अपने परिवार के लिए मुफ़्त दुबई यात्रा जीतें। जानकारी के लिए 0123456789 पर कॉल करें।,spam,1,0,1,1,0,98,0,17,0
उसको मत दिखाना भाई,ham,0,0,0,0,0,18,0,4,1
तुम्हारा जन्मदिन कब है?,ham,0,0,0,1,0,23,0,4,1
कृपया मुझे बताएं कि क्या चर्चा के लिए कोई अन्य बिंदु हैं।,ham,0,0,0,0,0,57,0,12,1
खास ऑफर! 30% की छूट पाने के लिए अभी ऑर्डर करें।,spam,0,0,1,1,0,47,0,11,0
बधाई एवं अगले राउंड के लिए शुभकामनाएं 👏,ham,0,0,1,0,0,39,0,8,1
"बस आपको यह बता दूं कि येटुंडे ने अभी तक पैसे नहीं भेजे हैं। मैंने उसे बस एक मैसेज भेजा है कि पैसे की ज़हमत न उठाओ। तो यह सब खत्म हो गया है, आपको इसमें शामिल होने वाली किसी भी चीज़ का डूबना नहीं है। मुझसे पहले ही आप पर कुछ भी पोज़िशन नहीं होना चाहिए, इसलिए मैं इसके लिए माफ़ी चाहता हूँ।",ham,0,0,0,1,0,285,0,64,1
"वाह। मुझे कभी नहीं पता था कि आप अपने आवास से इतने करीब थे। मुझे लगा कि आपको यह पसंद आया, क्योंकि मैं अपना सर्वश्रेष्ठ कर रहा था और आप हमेशा ""गुफा"" के बारे में बहुत खुशमिजाज थे। मुझसे खेद है कि मैंने ऐसा कुछ नहीं किया और मेरे पास और कुछ नहीं है। मुझसे खेद है कि मैंने प्रस्ताव दिया। मुझसे खेद है कि आपका कमरा इतना शर्मनाक था।",ham,0,0,1,1,0,324,0,70,1
"अभी 5 मिनट में 5 लाख रुपये तक का लोन प्राप्त करें, कोई दस्तावेज़ की आवश्यकता नहीं। तुरंत आवेदन करने के लिए क्लिक करें: https://bit.ly/aDxerT।",spam,0,1,1,1,1,141,0,25,0
Ãœभविष्यवाणी क्या आप खरीदारी कब तक समाप्त करेंगे?,ham,0,0,0,1,0,49,0,8,1
"कल आधा दिन नेट नहीं था घर में... पता कैसे सर्वाइव किया भाई, वो भी बिना मीम्स के",ham,0,0,0,1,0,79,0,18,1
तुम्हारे जन्मदिन की पार्टी का प्लान क्या है?,ham,0,0,0,1,0,44,0,8,1
थका हुआ हूँ। पिछले कुछ रातों से अच्छी नींद नहीं आई है,ham,0,0,0,0,0,53,0,12,1
ठीक है...,ham,0,0,0,1,0,9,0,2,1
"मुझे आपकी सलाह चाहिए, कब बात कर सकते हैं?",ham,0,0,0,1,0,41,0,9,1
आप चुने गए हैं एक मुफ्त यात्रा पैकेज के लिए! तुरंत कॉल करें 08712345678 और क्लेम कोड 1234 बताएं।,spam,1,0,1,1,0,96,0,19,0
"आपके लिए विशेष ऑफर । प्रिय ग्राहक, आपके लिए विशेष ऑफर की जानकारी दी जा रही है। कृपया हमारी वेबसाइट पर जाएं।",ham,0,0,1,1,0,107,0,22,1
"बस पूछ रहा हूँ, सब कैसा चल रहा है?",ham,0,0,0,1,0,34,0,9,1
यदि यहां उपस्थित सभी लोग उपरोक्त योजना से सहमत हों तो हम आगे बढ़ सकते हैं।,ham,0,0,0,0,0,74,0,16,1
यदि कोई समस्या हो तो दोपहर 2 बजे के बाद सीएसई कार्यालय आएं।,ham,0,0,0,0,0,59,0,13,1
महत्वपूर्ण: आपके खाते में असामान्य गतिविधि पाई गई है। कृपया 24 घंटे के भीतर अपने नेटबैंकिंग प्रोफ़ाइल में लॉगिन कर वेरिफिकेशन पूरा करें।,spam,0,0,0,1,0,136,0,23,0
"प्रिय ग्राहक, बड़ी बचत आपको बुला रही है! Kotak811 के साथ बिना किसी मासिक न्यूनतम शेषराशि और 4% तक वार्षिक ब्याज के बैंकिंग का आनंद लें। https://kotk.in/Ol4It9 -KBank",spam,0,1,0,1,0,165,0,28,0
"कक्षा समाप्त हो गई, तुम कहाँ हो?",ham,0,0,0,1,0,32,0,7,1
महत्वपूर्ण सूचना - आपके पास अनारिदम पुरस्कार है। 1234567890 पर संपर्क करें।,spam,1,0,1,0,0,75,0,12,0
"आपके खाते की जानकारी । प्रिय ग्राहक, आपके खाते की जानकारी को अपडेट किया गया है। कृपया जांचें और पुष्टि करें।",ham,0,0,0,1,0,108,0,21,1
बैंक से आपको एक बड़ा फंड ट्रांसफर हुआ है! चेक करने के लिए इस लिंक पर क्लिक करें: www.bankupdate.com,spam,0,0,1,1,0,99,0,19,0
"जल्दी मिलते हैं, तुमसे बात करने का इंतजार है।",ham,0,0,1,1,0,45,0,9,1
छोटी-छोटी जीत का जश्न मनाने के लिए कुछ समय निकालें।,ham,0,0,1,0,0,51,0,10,1
आपके लिए प्रीमियम इंश्योरेंस ऑफर। अभी देखें: https://insurance.top/v8KJL97N -PolicyOffer।,spam,0,1,1,1,0,89,0,9,0
"आपके खाते में परिवर्तन की सूचना । प्रिय ग्राहक, आपके खाते में परिवर्तन किया गया है। कृपया विवरण देखें।",ham,0,0,0,1,0,102,0,19,1
लकी ड्रॉ में आपका नाम निकला है। पुरस्कार पाने के लिए तुरंत कॉल करें।,spam,0,0,1,0,0,68,0,14,0
कृपया अनुरोधित दस्तावेज़ संलग्न देखें।,ham,0,0,0,0,0,38,0,5,1
"कंपनी की नई नीतियों की घोषणा । प्रिय सभी, कंपनी की नई नीतियों की घोषणा की गई है। कृपया उन्हें ध्यान से पढ़ें।",ham,0,0,0,1,0,109,0,23,1
"भाई...गया इस साल भी 
नहीं होने वाले हैं.",ham,0,0,0,1,0,40,0,8,1
"यहाँ मौसम बहुत अच्छा है, बाहर चलें क्या?",ham,0,0,0,1,0,40,0,8,1
आप आपस में चर्चा कर सकते हैं और सुझाव दे सकते हैं। हम उसी के अनुसार योजना बनाएंगे।,ham,0,0,0,0,0,82,0,18,1
"xxxxxxxxxxxx,
1,44,000 से अधिक दानदाताओं के परिवार का हिस्सा बनकर बदलाव लाने और योगदान देने के लिए सहमत होने के लिए धन्यवाद।
कृपया अपना दान देने के लिए नीचे दिए गए लिंक का उपयोग करें।
किसी भी सहायता के मामले में, कृपया हमें 9870147147 पर कॉल करें। एक बार फिर, हम भारत के सबसे वंचित बच्चों की मदद करने के हमारे प्रयासों में आपके योगदान के लिए आपको धन्यवाद देते हैं।
शुभकामनाएं,
बाल रक्षा भारत
alt_text
मदद की ज़रूरत है? हम एक कॉल दूर हैं 9870147147
एक बार फिर, हम भारत के सबसे वंचित बच्चों के लिए हमारे काम में आपके उदार योगदान के लिए आपको धन्यवाद देते हैं।",spam,1,0,1,1,0,556,0,109,0
माला वातय परिणाम प्न asatil कुटाले ट्र,ham,0,0,0,0,0,38,0,7,1
"नवीनतम समाचार पत्रिका । ""प्रिय ग्राहक, हमारी नवीनतम समाचार पत्रिका का लिंक संलग्न है। कृपया पढ़ें और अपने विचार साझा करें।""",ham,0,0,0,1,0,123,0,21,1
"""आपका आधार कार्ड विवरण अद्यतन करने की आवश्यकता है। कृपया अपना आधार नंबर और पैन कार्ड जानकारी नीचे दिए गए लिंक पर दर्ज करें अगर 24 घंटे के भीतर जानकारी नहीं दी गई तो आपका बैंक खाता अस्थायी रूप से बंद किया जा सकता है। लिंक: http://aadhar-update-secure.in""",spam,0,1,0,1,0,253,0,47,0
आज आपसे बात करके बहुत अच्छा लगा।,ham,0,0,0,0,0,32,0,7,1
"बैंक की तरफ से महत्वपूर्ण सूचना! आपके खाते में संदिग्ध गतिविधि पाई गई है। कृपया तुरंत अपने खाते की सुरक्षा जांचें और इसे सुरक्षित करने के लिए यहां क्लिक करें:http://www.hydsfg.eds . इस प्रक्रिया को पूरा करें, ताकि आपका खाता सुरक्षित रहे।",spam,0,1,1,1,0,237,0,41,0
जल्द ही मिलते हैं! बहुत समय हो गया है।,ham,0,0,0,1,0,38,0,9,1
मुझे तुम्हारी किताबें वापस करनी हैं।,ham,0,0,0,0,0,36,0,6,1
"
प्रिय ग्राहक, आपने हाल ही में VYOM में उपयोगकर्ता 91xxxxxx023 के लिए 2 असफल लॉगिन प्रयास किए हैं, दिनांक 04-नवंबर-2024 को, समय 15:53:57.478। किसी भी प्रश्न के लिए कृपया 1800222244 पर संपर्क करें। शर्तें लागू - यूनियन बैंक ऑफ इंडिया",ham,1,0,0,1,0,232,0,40,1
अपने प्रिय को एक खूबसूरत लोगो भेजें - दो नाम दिल के साथ जुड़े हुए। मैसेज करें LOVE NAME1 NAME2 MOBNO जैसे LOVE RAJ PRIYA 07123456789 को 87077 पर। Yahoo! POBox36504W45WQ TxtNO 4 कोई विज्ञापन नहीं। शुल्क 150p,spam,1,0,0,1,0,206,1,38,0
"सिर्फ एक हर्बल प्रोडक्ट से अपनी सभी बीमारियों को ठीक करें। ""हर्ब४०""",spam,0,0,0,1,0,67,0,12,0
खाना खा लिया क्या?,ham,0,0,0,1,0,18,0,4,1
"मुझे चोट पहुँचाओ... मुझे छेड़ो... मुझे रुलाओ... पर मेरी ज़िंदगी के अंत में, जब मैं मर जाऊँ, तो कृपया मेरी कब्र पर एक गुलाब रख देना…",ham,0,0,0,1,0,131,0,26,1
"प्रिय ग्राहक, MyJio ऐप का सक्रिय उपयोगकर्ता होने के लिए धन्यवाद। हम आपके फीडबैक को जानने के लिए उत्सुक हैं, ताकि हम आपके डिजिटल अनुभव को बेहतर बना सकें। अपने फीडबैक को साझा करने के लिए कृपया इस लिंक पर क्लिक करें: www.jio.com/r/zRKnZzPdB। धन्यवाद, टीम JioFiber",ham,0,0,1,1,0,260,0,46,1
अरे बता ना भाई जरूरी है यार जिंदगी का सवाल है।,ham,0,0,0,0,0,46,0,11,1
"आपका पासवर्ड रीसेट करना है । प्रिय ग्राहक, आपके पासवर्ड को रीसेट करने का अनुरोध किया गया है। इसे करने के लिए इस लिंक पर क्लिक करें: [https://account-security-check.com]।",spam,0,1,1,1,0,169,0,28,0
तुम्हारे साथ बैठकर चाय पीने का मन कर रहा है।,ham,0,0,0,0,0,44,0,10,1
कार्तिक सोमबार का ब्रत कर रही हु इसीलिए एक बार खाने वाली हूँ दिन में।,ham,0,0,0,0,0,69,0,15,1
क्या आप डरे हुए हैं कि कहीं आप घर के कर्मचारियों की वजह से परेशान नहीं हैं? जल्दी से एक कप चाय पी लो,ham,0,0,1,1,0,100,0,24,1
मारे कमरे में किसी समय आओ ताकि हम इस वीकेंड की योजना को ठीक से बना सकें,ham,0,0,0,0,0,71,0,17,1
आपका मोबाइल नंबर हमारे ड्रॉ में चुना गया है। अभी संपर्क करें।,spam,0,0,0,0,0,61,0,12,0
क्या आप मुझे रिपोर्ट भेज सकते हैं?,ham,0,0,0,1,0,34,0,7,1
"वेतन वृद्धि की सूचना । प्रिय कर्मचारी, आपको वेतन वृद्धि की सूचना दी जाती है। धन्यवाद आपकी मेहनत के लिए।",ham,0,0,0,1,0,103,0,20,1
क्या तुमने अपने नए शौक के बारे में बताया?,ham,0,0,0,1,0,41,0,9,1
"""बधाई हो! हमने सीरीज़ B फ़ंडिंग में $29 मिलियन जुटाए। अब आपके लिए नया Liner AI सर्च इंजन लेकर आए हैं। एक क्लिक में विश्वसनीय शैक्षिक सामग्री पाएं और डेटा विज़ुअलाइज़ेशन का लाभ उठाएं। अभी Liner प्राप्त करें!""",spam,0,0,1,1,1,207,0,38,0
"प्रिय ग्राहक, इस त्योहारी सीज़न में, लेंसकार्ट पर 2500 से ऊपर के ऑर्डर पर फ्लैट 20% की छूट प्राप्त करें।

कोड का उपयोग करें: 31JOY-57052625LK, 4 नवंबर तक! टीएनसी

अभी खरीदारी करें - lskt.me/q8",spam,0,0,0,1,0,192,0,34,0
जब पैसे मिल जाएं तो मुझे बता देना ताकि रोहन कॉल कर सके।,ham,0,0,1,0,0,55,0,13,1
"कॉपर के रेट में difference? Short-term ट्रेडर्स क्या करे?
youtu.be/Dxx79tLIGgs
👉🏻 कॉपर का अगला कॉन्ट्रैक्ट करीब 30 रुपए (840) ऊपर चल रह है । अगर आपकी पहले से पोजिशन बनी हुई है तो रोलओवर के लिए रुकना बेहतर रहेगा ।
📲Whatsapp 8484998474
💬Link: wa.link/myi2z6",spam,1,0,0,1,0,255,0,44,0
आता परवडणाऱ्या किमतीत घर मिळवा प्रधानमंत्री आवास योजना (शहरी) अंतर्गत. अर्ज करा आणि तुमचं घराचं स्वप्न साकार करा! गृहनिर्माण विभाग महाराष्ट्र शासन अधिक माहितीसाठी खालील लिंक वर क्लिक करा. https://vm.ltd/HSGDPT/VNuSnW,spam,0,1,1,1,0,216,0,30,0
मुझे तुम्हारा संदेश मिला। मैं जल्द ही तुम्हें कॉल करूंगा।,ham,0,0,1,0,0,57,0,10,1
"अगर तुम उस लड़की के साथ और एक बार गया तो साला होगया तेरा...सुन, बहुत कतरनाक है वो",ham,0,0,0,1,0,81,0,18,1
"100% कैशबैक का मौका, ""जीत"" 12345 टुकड़े पर।",spam,0,0,1,1,0,43,0,8,0
"प्रेजेंटेशन के लिए मैं इस तरह वितरित करने की सोच रहा हूं: आप भिन्नता के गुणांक (सी.वी.) भाग का अध्ययन करें और क्षणों का भाग मैं करूंगा। आप क्या सोचते हैं? क्योंकि आपको सुझाव भी देना है, क्योंकि हम दोनों एक ही विषय का हिस्सा हैं",ham,0,0,0,1,0,227,0,46,1
"अनुगंगा का शाप, दर्द में एक शिक्षा हे ।",ham,0,0,0,1,0,39,0,9,1
कृपया मुझे बताएं कि क्या मैं किसी और चीज़ में सहायता कर सकता हूँ।,ham,0,0,0,0,0,65,0,14,1
यार मेरे पास बहुत बढ़िया मेमेज़ हेन ब्रू मैच के बारे में...भेज दो क्या??,ham,0,0,0,1,0,72,0,14,1
"अभी खरीदें, बाद में भुगतान करें! अभी खरीदें और बाद में भुगतान करें! सीमित समय के लिए।",spam,0,0,1,1,0,85,0,17,0
तुम्हारा दोस्त भी आ रहा हे क्या ।,ham,0,0,0,0,0,33,0,8,1
बिना दर्द के जीने का मौका! विशेष कीमतों पर दर्द निवारक दवाएँ! आज ही खरीदें - सीमित उपलब्धता!,spam,0,0,1,1,0,92,0,18,0
"याद रखें, निरंतरता महत्वपूर्ण है! चलते रहें!",ham,0,0,0,1,0,44,0,7,1
खुद को हर दिन थोड़ा बेहतर बनाना एक अच्छी आदत है।,ham,0,0,0,0,0,48,0,11,1
आपकी शिक्षा का विशेष ऑफ़र! आपके लिए शिक्षा से संबंधित एक विशेष ऑफ़र है। जानकारी के लिए यहाँ क्लिक करें: [https://scholarship-apply-now.net]।,spam,0,1,1,1,0,140,0,21,0
"आईएमडी गुवाहाटी ने अगले 3 घंटों में कछार, हैलाकांडी और करीमगंज में कुछ स्थानों पर हल्की से मध्यम बारिश के साथ बिजली गिरने के साथ तूफान का पूर्वानुमान जारी किया है। एएसडीएमए द्वारा जनहित में जारी। अधिक जानकारी के लिए http://bit.ly/3Fb3Osz और http://apple.co/3ywcV3f पर जाएं।",spam,0,1,0,1,0,273,0,45,0
मैं इस राहत के लिए आपके लिए धन्यवाद ज्ञापन के लिए सही शब्दों की तलाश कर रहा हूं। मैं वादा करता हूं कि मैं आपकी मदद को जमानत में नहीं लूंगा और अपना वादा पूरा करूंगा। आप सदैव अद्भुत और एक आशीर्वाद प्राप्त कर रहे हैं।,ham,0,0,0,0,0,214,0,46,1
"
प्रिय यात्री,
आप अपनी KQR यात्रा के दौरान ट्रेन की सीट पर खाना मंगवा सकते हैं IRCTC ई-केटरिंग से: https://ir-ctc.in/IRCTCR/6743311790 -IRCTC",ham,1,1,0,1,0,141,0,21,1
"मैं वापस आ गया हूं और हम अब कार पैक कर रहे हैं, अगर जगह हो तो मैं तुम्हें बता दूंगा",ham,0,0,0,1,0,83,0,21,1
"आपका मेडिकल चेकअप का नतीजा । प्रिय ग्राहक, आपके मेडिकल चेकअप का नतीजा संलग्न है। कृपया देखें।",ham,0,0,0,1,0,93,0,17,1
वाह दिल खुश करदी🤣 कल हमारे 11 से है,ham,0,0,0,0,0,35,0,9,1
एक कॉल आपकी जिंदगी बदल सकती है 5 से 25 किलो वजन घटाएं और बढ़ाएं कोई साइड इफेक्ट नहीं 100% आयुर्वेदिक उत्पाद मनी बैक गारंटी के साथ कॉल करें>8802181240,spam,1,0,1,1,0,149,0,29,0
पढ़ाई के उम्र में तुम अगर सरारत करोगे तो मार्क्स तो कम आएंगे ही।,ham,0,0,0,0,0,63,0,14,1
"प्रिय ग्राहक, The Eyeconic Sale पर एक शानदार ऑफर है! जब आप कोई भी Lenskart फ्रेम खरीदते हैं, तो आपको प्रोेग्रेसिव लेंस मुफ्त मिलेंगे। शर्तें लागू स्टोर: lskt.me/m8 एप्लिकेशन: lskt.me/px",spam,0,0,1,1,0,185,0,30,0
फ्री हेल्थ चेकअप बुक करें: https://healthcare.info/nKL87MJ9 -HealthCheck।,spam,0,1,1,1,0,73,0,7,0
"अभी उतरा हूँ, जल्दी ही घर आ जाऊंगा।",ham,0,0,1,1,0,35,0,8,1
कल आपसे मिलने का समय अच्छा था। फिर से जल्दी मिलते हैं।,ham,0,0,1,0,0,54,0,12,1
आपका दिन कैसा रहा?,ham,0,0,0,1,0,18,0,4,1
"आपकी सेवाओं का नवीनीकरण हो गया है। प्रिय ग्राहक, आपकी सेवाओं का नवीनीकरण सफलतापूर्वक हो गया है। कृपया हमारे साथ जुड़े रहें।",ham,0,0,0,1,0,123,0,22,1
